id,task,state,updates,infer_T,calibration,engine,batch,split,checkpoint,identity_path,gpu,checkpoint_sha256,ce,accuracy,items,targets,seed,adapt_T
vision_s9622_K2048_a2_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,1,3c212ae3ec395f36551d02dc03aa821132cf02c6696c90ad42fd14e8f0db8270,1.489191537456494,0.6394,10000,10000,9622.0,2.0
vision_s9622_K2048_a2_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,1,3c212ae3ec395f36551d02dc03aa821132cf02c6696c90ad42fd14e8f0db8270,1.4045422931218403,0.6527,10000,10000,9622.0,2.0
vision_s9622_K2048_a4_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,1,42197ebc13950b079adbee182104fc8341b00672b1d1ef69200e0242be26e14f,1.669941397342924,0.6125,10000,10000,9622.0,4.0
vision_s9622_K2048_a4_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,1,42197ebc13950b079adbee182104fc8341b00672b1d1ef69200e0242be26e14f,1.4160923048636178,0.6624,10000,10000,9622.0,4.0
vision_s9623_K2048_a2_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,0,78cd1edc31782f39e965369c6017506619cc56fb0b9ace4c0b0cdbe534559586,1.4479143535020529,0.6472,10000,10000,9623.0,2.0
vision_s9623_K2048_a2_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,0,78cd1edc31782f39e965369c6017506619cc56fb0b9ace4c0b0cdbe534559586,1.377302328016155,0.6547,10000,10000,9623.0,2.0
vision_s9623_K2048_a4_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,0,57dc62ddba1d59eac9f1ccff4af606187a7987bf1a23836b1b93e00097ecfbad,1.611600865015341,0.6238,10000,10000,9623.0,4.0
vision_s9623_K2048_a4_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,0,57dc62ddba1d59eac9f1ccff4af606187a7987bf1a23836b1b93e00097ecfbad,1.368510542570916,0.669,10000,10000,9623.0,4.0
vision_s9624_K2048_a2_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,1,613cbe1093c64dc5f52b228dc330bc2b624e75e132ad7d5643e3f9f2e4cb27dd,1.4659756806020392,0.6465,10000,10000,9624.0,2.0
vision_s9624_K2048_a2_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,1,613cbe1093c64dc5f52b228dc330bc2b624e75e132ad7d5643e3f9f2e4cb27dd,1.3869742137166905,0.6573,10000,10000,9624.0,2.0
vision_s9624_K2048_a4_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,1,ad920c2daeecad9d4cbadeea51449a7c6acb768602ae57a2a5a8e449f04b9b2e,1.6450154125851113,0.618,10000,10000,9624.0,4.0
vision_s9624_K2048_a4_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,1,ad920c2daeecad9d4cbadeea51449a7c6acb768602ae57a2a5a8e449f04b9b2e,1.3878709265050246,0.6672,10000,10000,9624.0,4.0
vision_s9625_K2048_a2_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,0,ff5a2cbca7c19609a909a781f4fa03dd8ea58e977c9207f3ed4bf1cc5d54797a,1.4679361958349588,0.6454,10000,10000,9625.0,2.0
vision_s9625_K2048_a2_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,0,ff5a2cbca7c19609a909a781f4fa03dd8ea58e977c9207f3ed4bf1cc5d54797a,1.3842563668338466,0.6527,10000,10000,9625.0,2.0
vision_s9625_K2048_a4_e2_raw_eager,vision,adapted,2048,2,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,0,af72da21ec29264dd096e7c2896a47380d6cc3d5fe893ec088d198ef8dd6f44e,1.6449459741231054,0.6159,10000,10000,9625.0,4.0
vision_s9625_K2048_a4_e4_raw_eager,vision,adapted,2048,4,raw,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,0,af72da21ec29264dd096e7c2896a47380d6cc3d5fe893ec088d198ef8dd6f44e,1.3926004802197915,0.6652,10000,10000,9625.0,4.0
vision_initial_e2_bn_only_eager,vision,shared_initial,0,2,bn_only,eager,4,test,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,1,3d453ec2677252d88eccd90e665e492c03082209b9584dc2649757f84b5eba63,1.5622532091355417,0.6305,10000,10000,,
vision_initial_e4_bn_only_eager,vision,shared_initial,0,4,bn_only,eager,4,test,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,1,3d453ec2677252d88eccd90e665e492c03082209b9584dc2649757f84b5eba63,1.3147708837514511,0.6689,10000,10000,,
vision_s9621_K512_a2_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step512.pt,0,0f9f95f5ce14dbc2c462a290f0a55a9e9aa733dbade7678458200a886c4369a4,1.4251257610917616,0.641,10000,10000,9621.0,2.0
vision_s9621_K512_a2_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step512.pt,0,0f9f95f5ce14dbc2c462a290f0a55a9e9aa733dbade7678458200a886c4369a4,1.284595082378568,0.66,10000,10000,9621.0,2.0
vision_s9621_K512_a4_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step512.pt,0,5ed390a7653a1ba84acb84df5ae6ebc09430b0ba2c14374172ae4802de2bf00a,1.576197949426109,0.6297,10000,10000,9621.0,4.0
vision_s9621_K512_a4_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step512.pt,0,5ed390a7653a1ba84acb84df5ae6ebc09430b0ba2c14374172ae4802de2bf00a,1.3137216268130578,0.6711,10000,10000,9621.0,4.0
vision_s9622_K512_a2_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step512.pt,1,dfd002f5b8f2dda6231648715bf1d1d6457f30627a198856b632890208667a5a,1.4274004623380256,0.6395,10000,10000,9622.0,2.0
vision_s9622_K512_a2_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step512.pt,1,dfd002f5b8f2dda6231648715bf1d1d6457f30627a198856b632890208667a5a,1.2874712982876984,0.662,10000,10000,9622.0,2.0
vision_s9622_K512_a4_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step512.pt,1,f6c0ed8d4278e7fd2ddc8463b5d6217025eacfba57e8d66ceade4bca481244c3,1.5811906171864598,0.6347,10000,10000,9622.0,4.0
vision_s9622_K512_a4_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step512.pt,1,f6c0ed8d4278e7fd2ddc8463b5d6217025eacfba57e8d66ceade4bca481244c3,1.3218410219118697,0.6739,10000,10000,9622.0,4.0
vision_s9623_K512_a2_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step512.pt,0,660ed86374ad457d66995b5a7f851ce5df1a7359c8ed6ca6ea4b5f6a2e34cf12,1.435145964256348,0.6444,10000,10000,9623.0,2.0
vision_s9623_K512_a2_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step512.pt,0,660ed86374ad457d66995b5a7f851ce5df1a7359c8ed6ca6ea4b5f6a2e34cf12,1.2933841089500464,0.6618,10000,10000,9623.0,2.0
vision_s9623_K512_a4_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step512.pt,0,fe9255f79dbe2d2b1d9b4c5eeb0a1bc6cf4acd79ffda3cbe3b64a91a4fc4eaf7,1.5841012757605872,0.6285,10000,10000,9623.0,4.0
vision_s9623_K512_a4_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step512.pt,0,fe9255f79dbe2d2b1d9b4c5eeb0a1bc6cf4acd79ffda3cbe3b64a91a4fc4eaf7,1.3196128296875396,0.6671,10000,10000,9623.0,4.0
vision_s9624_K512_a2_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step512.pt,1,04134b877ad51726ffe47009691e4f47196b744873e645fe553ee6337a0a0693,1.4260191742114257,0.6455,10000,10000,9624.0,2.0
vision_s9624_K512_a2_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step512.pt,1,04134b877ad51726ffe47009691e4f47196b744873e645fe553ee6337a0a0693,1.28452146357327,0.6605,10000,10000,9624.0,2.0
vision_s9624_K512_a4_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step512.pt,1,0676efc02c5e0f99598dd0ca3a1c3f6d6c9136d831955bac05a52899023b8733,1.582169013274531,0.6301,10000,10000,9624.0,4.0
vision_s9624_K512_a4_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step512.pt,1,0676efc02c5e0f99598dd0ca3a1c3f6d6c9136d831955bac05a52899023b8733,1.3194638781710528,0.6694,10000,10000,9624.0,4.0
vision_s9625_K512_a2_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step512.pt,0,0a7ab59d6b90e42a5c64995f5d85e85a0f7efc691b9cf429f8be9143dcd4cfcc,1.4292221346696838,0.6364,10000,10000,9625.0,2.0
vision_s9625_K512_a2_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step512.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step512.pt,0,0a7ab59d6b90e42a5c64995f5d85e85a0f7efc691b9cf429f8be9143dcd4cfcc,1.2920059068783245,0.6613,10000,10000,9625.0,2.0
vision_s9625_K512_a4_e2_bn_only_eager,vision,adapted,512,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step512.pt,0,c9f95d95f8da6b407d660deabc89145e205157f9294b611da942db6f50c83c47,1.5813470747254323,0.6267,10000,10000,9625.0,4.0
vision_s9625_K512_a4_e4_bn_only_eager,vision,adapted,512,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step512.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step512.pt,0,c9f95d95f8da6b407d660deabc89145e205157f9294b611da942db6f50c83c47,1.3223555435035146,0.6705,10000,10000,9625.0,4.0
vision_s9621_K2048_a2_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,0,75a7ce389b4ddd2609c9d5117f89114a6f9c8a32fd468f99aa49221673180f32,1.4019091019508663,0.6506,10000,10000,9621.0,2.0
vision_s9621_K2048_a2_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,0,75a7ce389b4ddd2609c9d5117f89114a6f9c8a32fd468f99aa49221673180f32,1.2974328278324625,0.6629,10000,10000,9621.0,2.0
vision_s9621_K2048_a4_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,0,13035dc9a9631a424cb1eef9cfe9426fb42299b3d038295ece3b4d0baad36527,1.5775215538869378,0.6327,10000,10000,9621.0,4.0
vision_s9621_K2048_a4_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,0,13035dc9a9631a424cb1eef9cfe9426fb42299b3d038295ece3b4d0baad36527,1.3125932101670652,0.6715,10000,10000,9621.0,4.0
vision_s9622_K2048_a2_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,1,3c212ae3ec395f36551d02dc03aa821132cf02c6696c90ad42fd14e8f0db8270,1.3949511304615532,0.649,10000,10000,9622.0,2.0
vision_s9622_K2048_a2_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,1,3c212ae3ec395f36551d02dc03aa821132cf02c6696c90ad42fd14e8f0db8270,1.2934237684920955,0.6654,10000,10000,9622.0,2.0
vision_s9622_K2048_a4_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,1,42197ebc13950b079adbee182104fc8341b00672b1d1ef69200e0242be26e14f,1.5736141879383474,0.6335,10000,10000,9622.0,4.0
vision_s9622_K2048_a4_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,1,42197ebc13950b079adbee182104fc8341b00672b1d1ef69200e0242be26e14f,1.3122817964047193,0.6724,10000,10000,9622.0,4.0
vision_s9623_K2048_a2_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,0,78cd1edc31782f39e965369c6017506619cc56fb0b9ace4c0b0cdbe534559586,1.3984311261595925,0.649,10000,10000,9623.0,2.0
vision_s9623_K2048_a2_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,0,78cd1edc31782f39e965369c6017506619cc56fb0b9ace4c0b0cdbe534559586,1.2878536164599907,0.6653,10000,10000,9623.0,2.0
vision_s9623_K2048_a4_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,0,57dc62ddba1d59eac9f1ccff4af606187a7987bf1a23836b1b93e00097ecfbad,1.578559810741199,0.6306,10000,10000,9623.0,4.0
vision_s9623_K2048_a4_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,0,57dc62ddba1d59eac9f1ccff4af606187a7987bf1a23836b1b93e00097ecfbad,1.3106837036597543,0.6647,10000,10000,9623.0,4.0
vision_s9624_K2048_a2_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,1,613cbe1093c64dc5f52b228dc330bc2b624e75e132ad7d5643e3f9f2e4cb27dd,1.3908775916190819,0.6477,10000,10000,9624.0,2.0
vision_s9624_K2048_a2_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,1,613cbe1093c64dc5f52b228dc330bc2b624e75e132ad7d5643e3f9f2e4cb27dd,1.2888074104859553,0.6647,10000,10000,9624.0,2.0
vision_s9624_K2048_a4_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,1,ad920c2daeecad9d4cbadeea51449a7c6acb768602ae57a2a5a8e449f04b9b2e,1.5740739313705825,0.6284,10000,10000,9624.0,4.0
vision_s9624_K2048_a4_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,1,ad920c2daeecad9d4cbadeea51449a7c6acb768602ae57a2a5a8e449f04b9b2e,1.3102072697916067,0.6708,10000,10000,9624.0,4.0
vision_s9625_K2048_a2_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,0,ff5a2cbca7c19609a909a781f4fa03dd8ea58e977c9207f3ed4bf1cc5d54797a,1.39244653920111,0.65,10000,10000,9625.0,2.0
vision_s9625_K2048_a2_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,0,ff5a2cbca7c19609a909a781f4fa03dd8ea58e977c9207f3ed4bf1cc5d54797a,1.2885914257778437,0.6659,10000,10000,9625.0,2.0
vision_s9625_K2048_a4_e2_bn_only_eager,vision,adapted,2048,2,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,0,af72da21ec29264dd096e7c2896a47380d6cc3d5fe893ec088d198ef8dd6f44e,1.5773032180776354,0.626,10000,10000,9625.0,4.0
vision_s9625_K2048_a4_e4_bn_only_eager,vision,adapted,2048,4,bn_only,eager,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,0,af72da21ec29264dd096e7c2896a47380d6cc3d5fe893ec088d198ef8dd6f44e,1.309964639149676,0.6684,10000,10000,9625.0,4.0
vision_s9621_K2048_a2_e2_raw_graph,vision,adapted,2048,2,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T2_lr2e-05/step2048.pt,0,75a7ce389b4ddd2609c9d5117f89114a6f9c8a32fd468f99aa49221673180f32,1.4923532110852655,0.6394,10000,10000,9621.0,2.0
vision_s9621_K2048_a4_e4_raw_graph,vision,adapted,2048,4,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9621_T4_lr5e-06/step2048.pt,0,13035dc9a9631a424cb1eef9cfe9426fb42299b3d038295ece3b4d0baad36527,1.4056980814320268,0.6667,10000,10000,9621.0,4.0
vision_s9622_K2048_a2_e2_raw_graph,vision,adapted,2048,2,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T2_lr2e-05/step2048.pt,1,3c212ae3ec395f36551d02dc03aa821132cf02c6696c90ad42fd14e8f0db8270,1.489191537456494,0.6394,10000,10000,9622.0,2.0
vision_s9622_K2048_a4_e4_raw_graph,vision,adapted,2048,4,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9622_T4_lr5e-06/step2048.pt,1,42197ebc13950b079adbee182104fc8341b00672b1d1ef69200e0242be26e14f,1.4160923048636178,0.6624,10000,10000,9622.0,4.0
vision_s9623_K2048_a2_e2_raw_graph,vision,adapted,2048,2,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T2_lr2e-05/step2048.pt,0,78cd1edc31782f39e965369c6017506619cc56fb0b9ace4c0b0cdbe534559586,1.4479143535020529,0.6472,10000,10000,9623.0,2.0
vision_s9623_K2048_a4_e4_raw_graph,vision,adapted,2048,4,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9623_T4_lr5e-06/step2048.pt,0,57dc62ddba1d59eac9f1ccff4af606187a7987bf1a23836b1b93e00097ecfbad,1.368510542570916,0.669,10000,10000,9623.0,4.0
vision_s9624_K2048_a2_e2_raw_graph,vision,adapted,2048,2,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T2_lr2e-05/step2048.pt,1,613cbe1093c64dc5f52b228dc330bc2b624e75e132ad7d5643e3f9f2e4cb27dd,1.4659756806020392,0.6465,10000,10000,9624.0,2.0
vision_s9624_K2048_a4_e4_raw_graph,vision,adapted,2048,4,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9624_T4_lr5e-06/step2048.pt,1,ad920c2daeecad9d4cbadeea51449a7c6acb768602ae57a2a5a8e449f04b9b2e,1.3878709265050246,0.6672,10000,10000,9624.0,4.0
vision_s9625_K2048_a2_e2_raw_graph,vision,adapted,2048,2,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T2_lr2e-05/step2048.pt,0,ff5a2cbca7c19609a909a781f4fa03dd8ea58e977c9207f3ed4bf1cc5d54797a,1.4679361958349588,0.6454,10000,10000,9625.0,2.0
vision_s9625_K2048_a4_e4_raw_graph,vision,adapted,2048,4,raw,graph,4,test,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,/root/snn_revision_round2/models/formal/s9625_T4_lr5e-06/step2048.pt,0,af72da21ec29264dd096e7c2896a47380d6cc3d5fe893ec088d198ef8dd6f44e,1.3926004802197915,0.6652,10000,10000,9625.0,4.0
