seed,raw_budget_change,bn_budget_change,J
9621,0.005868721275852362,0.013966162099887214,0.008097440824034852
9622,-0.034262632104079316,0.015511695711547535,0.04977432781562685
9623,-0.03264842324670192,0.003398633537729623,0.03604705678443154
9624,-0.017407114313321648,0.01354255529213133,0.03094966960545298
9625,-0.03147864664554367,0.00897642325335779,0.04045506989890146
