init_id,seed,raw_change,bn_change,J
A,9621,-0.01720429649606814,0.01279251570153872,0.02999681219760686
A,9622,-0.007813641079212674,0.020532772372878316,0.02834641345209099
A,9623,-0.015254514321760393,0.0182489447083527,0.03350345903011309
A,9624,-0.024258214013278767,0.01698879917651941,0.041247013189798176
A,9625,-0.0235379817463226,0.021948728774924486,0.04548671052124709
B,9721,0.003119511795893537,0.026955786181410257,0.02383627438551672
B,9722,-0.0018473198360879906,0.018274613813788143,0.020121933649876134
B,9723,-0.007288983528094706,0.025228125322249273,0.03251710885034398
