init_id,condition,infer_T,updates,seed,contrast,value
B,raw,4,1024,9722,accuracy_gain_a4_pp,-0.15999999999999348
B,raw,4,1024,9723,P,0.009784708108229179
B,raw,4,1024,9723,accuracy_target_minus_reuse_pp,0.8499999999999952
B,raw,4,1024,9723,G_a2,-0.026891059505031345
B,raw,4,1024,9723,accuracy_gain_a2_pp,-1.2499999999999956
B,raw,4,1024,9723,G_a4,-0.017106351396802166
B,raw,4,1024,9723,accuracy_gain_a4_pp,-0.40000000000000036
B,raw,4,2048,9721,P,-0.00018134847800843623
B,raw,4,2048,9721,accuracy_target_minus_reuse_pp,1.3699999999999934
B,raw,4,2048,9721,G_a2,-0.0030821245863508206
B,raw,4,2048,9721,accuracy_gain_a2_pp,-0.5799999999999916
B,raw,4,2048,9721,G_a4,-0.003263473064359257
B,raw,4,2048,9721,accuracy_gain_a4_pp,0.7900000000000018
B,raw,4,2048,9722,P,0.012017790455720379
B,raw,4,2048,9722,accuracy_target_minus_reuse_pp,1.1499999999999955
B,raw,4,2048,9722,G_a2,-0.03965519673074591
B,raw,4,2048,9722,accuracy_gain_a2_pp,-1.189999999999991
B,raw,4,2048,9722,G_a4,-0.027637406275025533
B,raw,4,2048,9722,accuracy_gain_a4_pp,-0.039999999999995595
B,raw,4,2048,9723,P,0.023491180107288567
B,raw,4,2048,9723,accuracy_target_minus_reuse_pp,1.7100000000000004
B,raw,4,2048,9723,G_a2,-0.06290828764081224
B,raw,4,2048,9723,accuracy_gain_a2_pp,-1.8000000000000016
B,raw,4,2048,9723,G_a4,-0.039417107533523676
B,raw,4,2048,9723,accuracy_gain_a4_pp,-0.09000000000000119
B,bn,2,512,9721,P,0.15640961137860998
B,bn,2,512,9721,accuracy_target_minus_reuse_pp,1.3899999999999912
B,bn,2,512,9721,G_a2,0.14648426016424776
B,bn,2,512,9721,accuracy_gain_a2_pp,1.3899999999999912
B,bn,2,512,9721,G_a4,-0.009925351214362221
B,bn,2,512,9721,accuracy_gain_a4_pp,0.0
B,bn,2,512,9722,P,0.1524880744442927
B,bn,2,512,9722,accuracy_target_minus_reuse_pp,1.0000000000000009
B,bn,2,512,9722,G_a2,0.1359231729221182
B,bn,2,512,9722,accuracy_gain_a2_pp,1.1799999999999922
B,bn,2,512,9722,G_a4,-0.01656490152217449
B,bn,2,512,9722,accuracy_gain_a4_pp,0.17999999999999128
B,bn,2,512,9723,P,0.1642377204620744
B,bn,2,512,9723,accuracy_target_minus_reuse_pp,1.3900000000000023
B,bn,2,512,9723,G_a2,0.1453546874444931
B,bn,2,512,9723,accuracy_gain_a2_pp,1.6599999999999948
B,bn,2,512,9723,G_a4,-0.01888303301758132
B,bn,2,512,9723,accuracy_gain_a4_pp,0.26999999999999247
B,bn,2,1024,9721,P,0.17476752877077106
B,bn,2,1024,9721,accuracy_target_minus_reuse_pp,1.1299999999999977
B,bn,2,1024,9721,G_a2,0.15303484346983032
B,bn,2,1024,9721,accuracy_gain_a2_pp,1.6599999999999948
B,bn,2,1024,9721,G_a4,-0.021732685300940746
B,bn,2,1024,9721,accuracy_gain_a4_pp,0.5299999999999971
B,bn,2,1024,9722,P,0.1646557802540367
B,bn,2,1024,9722,accuracy_target_minus_reuse_pp,1.1299999999999977
B,bn,2,1024,9722,G_a2,0.15114382823702188
B,bn,2,1024,9722,accuracy_gain_a2_pp,1.7799999999999927
B,bn,2,1024,9722,G_a4,-0.013511952017014828
B,bn,2,1024,9722,accuracy_gain_a4_pp,0.649999999999995
B,bn,2,1024,9723,P,0.1678842015335802
B,bn,2,1024,9723,accuracy_target_minus_reuse_pp,1.9000000000000017
B,bn,2,1024,9723,G_a2,0.15415158733045686
B,bn,2,1024,9723,accuracy_gain_a2_pp,1.8299999999999983
B,bn,2,1024,9723,G_a4,-0.013732614203123328
B,bn,2,1024,9723,accuracy_gain_a4_pp,-0.07000000000000339
B,bn,2,2048,9721,P,0.16098247231364948
B,bn,2,2048,9721,accuracy_target_minus_reuse_pp,1.3600000000000056
B,bn,2,2048,9721,G_a2,0.15293225358783968
B,bn,2,2048,9721,accuracy_gain_a2_pp,1.8399999999999972
B,bn,2,2048,9721,G_a4,-0.008050218725809799
B,bn,2,2048,9721,accuracy_gain_a4_pp,0.47999999999999154
B,bn,2,2048,9722,P,0.16011807898341202
B,bn,2,2048,9722,accuracy_target_minus_reuse_pp,1.7299999999999982
B,bn,2,2048,9722,G_a2,0.1606003702312475
B,bn,2,2048,9722,accuracy_gain_a2_pp,2.169999999999994
B,bn,2,2048,9722,G_a4,0.0004822912478354979
B,bn,2,2048,9722,accuracy_gain_a4_pp,0.43999999999999595
B,bn,2,2048,9723,P,0.16180152489496402
B,bn,2,2048,9723,accuracy_target_minus_reuse_pp,1.650000000000007
B,bn,2,2048,9723,G_a2,0.16395801942995747
B,bn,2,2048,9723,accuracy_gain_a2_pp,1.9299999999999984
B,bn,2,2048,9723,G_a4,0.0021564945349934472
B,bn,2,2048,9723,accuracy_gain_a4_pp,0.27999999999999137
B,bn,4,512,9721,P,-0.024865429895615687
B,bn,4,512,9721,accuracy_target_minus_reuse_pp,0.9399999999999964
B,bn,4,512,9721,G_a2,0.02239997547313677
B,bn,4,512,9721,accuracy_gain_a2_pp,-0.8299999999999974
B,bn,4,512,9721,G_a4,-0.0024654544224789188
B,bn,4,512,9721,accuracy_gain_a4_pp,0.10999999999999899
B,bn,4,512,9722,P,-0.020358549157244887
B,bn,4,512,9722,accuracy_target_minus_reuse_pp,0.8799999999999919
B,bn,4,512,9722,G_a2,0.01580097744542286
B,bn,4,512,9722,accuracy_gain_a2_pp,-1.1699999999999933
B,bn,4,512,9722,G_a4,-0.004557571711822028
B,bn,4,512,9722,accuracy_gain_a4_pp,-0.29000000000000137
B,bn,4,512,9723,P,-0.02718741331960195
B,bn,4,512,9723,accuracy_target_minus_reuse_pp,0.6000000000000005
B,bn,4,512,9723,G_a2,0.021383782452961908
B,bn,4,512,9723,accuracy_gain_a2_pp,-0.539999999999996
B,bn,4,512,9723,G_a4,-0.005803630866640042
B,bn,4,512,9723,accuracy_gain_a4_pp,0.060000000000004494
B,bn,4,1024,9721,P,-0.014972732487018137
B,bn,4,1024,9721,accuracy_target_minus_reuse_pp,1.2399999999999967
B,bn,4,1024,9721,G_a2,0.012548942367843097
B,bn,4,1024,9721,accuracy_gain_a2_pp,-1.0399999999999965
B,bn,4,1024,9721,G_a4,-0.00242379011917504
B,bn,4,1024,9721,accuracy_gain_a4_pp,0.20000000000000018
B,bn,4,1024,9722,P,-0.016796982032130536
B,bn,4,1024,9722,accuracy_target_minus_reuse_pp,0.7199999999999984
B,bn,4,1024,9722,G_a2,0.016830904516909495
B,bn,4,1024,9722,accuracy_gain_a2_pp,-0.6699999999999928
B,bn,4,1024,9722,G_a4,3.392248477895876e-05
B,bn,4,1024,9722,accuracy_gain_a4_pp,0.050000000000005596
B,bn,4,1024,9723,P,-0.015195462753431643
B,bn,4,1024,9723,accuracy_target_minus_reuse_pp,0.6000000000000005
B,bn,4,1024,9723,G_a2,0.018771393386821655
B,bn,4,1024,9723,accuracy_gain_a2_pp,-0.39000000000000146
B,bn,4,1024,9723,G_a4,0.003575930633390012
B,bn,4,1024,9723,accuracy_gain_a4_pp,0.20999999999999908
B,bn,4,2048,9721,P,0.00209035628579457
B,bn,4,2048,9721,accuracy_target_minus_reuse_pp,1.2600000000000056
B,bn,4,2048,9721,G_a2,0.005070763741899187
B,bn,4,2048,9721,accuracy_gain_a2_pp,-0.7000000000000006
B,bn,4,2048,9721,G_a4,0.007161120027693757
B,bn,4,2048,9721,accuracy_gain_a4_pp,0.5600000000000049
B,bn,4,2048,9722,P,-0.0020839353434567442
B,bn,4,2048,9722,accuracy_target_minus_reuse_pp,1.090000000000002
B,bn,4,2048,9722,G_a2,0.007345824973448156
B,bn,4,2048,9722,accuracy_gain_a2_pp,-0.759999999999994
B,bn,4,2048,9722,G_a4,0.005261889629991412
B,bn,4,2048,9722,accuracy_gain_a4_pp,0.33000000000000806
B,bn,4,2048,9723,P,-0.0019592879973526767
B,bn,4,2048,9723,accuracy_target_minus_reuse_pp,1.0399999999999965
B,bn,4,2048,9723,G_a2,0.009122464751370796
B,bn,4,2048,9723,accuracy_gain_a2_pp,-0.8399999999999963
B,bn,4,2048,9723,G_a4,0.007163176754018119
B,bn,4,2048,9723,accuracy_gain_a4_pp,0.20000000000000018
