init_id,condition,infer_T,updates,seed,contrast,value
B,raw,2,512,9723,G_a2,0.06492884889571005
B,raw,2,512,9723,accuracy_gain_a2_pp,0.8099999999999996
B,raw,2,512,9723,G_a4,-0.046041394093958576
B,raw,2,512,9723,accuracy_gain_a4_pp,-0.40999999999999925
B,raw,2,1024,9721,P,0.1377243541282136
B,raw,2,1024,9721,accuracy_target_minus_reuse_pp,1.6199999999999992
B,raw,2,1024,9721,G_a2,0.10292718629837028
B,raw,2,1024,9721,accuracy_gain_a2_pp,1.7800000000000038
B,raw,2,1024,9721,G_a4,-0.03479716782984332
B,raw,2,1024,9721,accuracy_gain_a4_pp,0.16000000000000458
B,raw,2,1024,9722,P,0.14481895475874196
B,raw,2,1024,9722,accuracy_target_minus_reuse_pp,1.859999999999995
B,raw,2,1024,9722,G_a2,0.09535256906624423
B,raw,2,1024,9722,accuracy_gain_a2_pp,1.5900000000000025
B,raw,2,1024,9722,G_a4,-0.04946638569249773
B,raw,2,1024,9722,accuracy_gain_a4_pp,-0.26999999999999247
B,raw,2,1024,9723,P,0.1239799571090845
B,raw,2,1024,9723,accuracy_target_minus_reuse_pp,1.200000000000001
B,raw,2,1024,9723,G_a2,0.12376352504892285
B,raw,2,1024,9723,accuracy_gain_a2_pp,1.8500000000000072
B,raw,2,1024,9723,G_a4,-0.00021643206016164207
B,raw,2,1024,9723,accuracy_gain_a4_pp,0.6500000000000061
B,raw,2,2048,9721,P,0.14476079792666718
B,raw,2,2048,9721,accuracy_target_minus_reuse_pp,2.070000000000005
B,raw,2,2048,9721,G_a2,0.14193902473531206
B,raw,2,2048,9721,accuracy_gain_a2_pp,2.440000000000009
B,raw,2,2048,9721,G_a4,-0.002821773191355126
B,raw,2,2048,9721,accuracy_gain_a4_pp,0.37000000000000366
B,raw,2,2048,9722,P,0.13231153851028066
B,raw,2,2048,9722,accuracy_target_minus_reuse_pp,1.6800000000000037
B,raw,2,2048,9722,G_a2,0.11625329284702901
B,raw,2,2048,9722,accuracy_gain_a2_pp,2.1300000000000097
B,raw,2,2048,9722,G_a4,-0.016058245663251647
B,raw,2,2048,9722,accuracy_gain_a4_pp,0.45000000000000595
B,raw,2,2048,9723,P,0.11853353013537138
B,raw,2,2048,9723,accuracy_target_minus_reuse_pp,2.089999999999992
B,raw,2,2048,9723,G_a2,0.09399800203145725
B,raw,2,2048,9723,accuracy_gain_a2_pp,2.0100000000000007
B,raw,2,2048,9723,G_a4,-0.024535528103914128
B,raw,2,2048,9723,accuracy_gain_a4_pp,-0.07999999999999119
B,raw,4,512,9721,P,-0.0033008602739019732
B,raw,4,512,9721,accuracy_target_minus_reuse_pp,1.4999999999999902
B,raw,4,512,9721,G_a2,-0.00988733497697969
B,raw,4,512,9721,accuracy_gain_a2_pp,-1.089999999999991
B,raw,4,512,9721,G_a4,-0.013188195250881662
B,raw,4,512,9721,accuracy_gain_a4_pp,0.40999999999999925
B,raw,4,512,9722,P,0.013865110291808369
B,raw,4,512,9722,accuracy_target_minus_reuse_pp,1.9100000000000006
B,raw,4,512,9722,G_a2,-0.04585197894609294
B,raw,4,512,9722,accuracy_gain_a2_pp,-1.6100000000000003
B,raw,4,512,9722,G_a4,-0.03198686865428457
B,raw,4,512,9722,accuracy_gain_a4_pp,0.30000000000000027
B,raw,4,512,9723,P,0.030780163635383273
B,raw,4,512,9723,accuracy_target_minus_reuse_pp,1.849999999999996
B,raw,4,512,9723,G_a2,-0.09255019431689271
B,raw,4,512,9723,accuracy_gain_a2_pp,-2.5499999999999967
B,raw,4,512,9723,G_a4,-0.061770030681509436
B,raw,4,512,9723,accuracy_gain_a4_pp,-0.7000000000000006
B,raw,4,1024,9721,P,0.00952456267009838
B,raw,4,1024,9721,accuracy_target_minus_reuse_pp,1.6700000000000048
B,raw,4,1024,9721,G_a2,-0.04674814451741405
B,raw,4,1024,9721,accuracy_gain_a2_pp,-1.4499999999999957
B,raw,4,1024,9721,G_a4,-0.03722358184731567
B,raw,4,1024,9721,accuracy_gain_a4_pp,0.22000000000000908
B,raw,4,1024,9722,P,0.003137362440582381
B,raw,4,1024,9722,accuracy_target_minus_reuse_pp,1.5700000000000047
B,raw,4,1024,9722,G_a2,-0.04582649089522883
B,raw,4,1024,9722,accuracy_gain_a2_pp,-1.7299999999999982
B,raw,4,1024,9722,G_a4,-0.04268912845464645
