task,checkpoint,checkpoint_sha256,source_id,init_id,initialization_seed,state,seed,adapt_T,lr,updates,role,engine,id,infer_T,calibration,ce,accuracy,actual_engine,targets,cal_T,cal_seed,batch,split,identity_path,gpu,legacy_id
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e2_bn9640,2,bn_cross,1.4530256648567157,0.6425,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e4_bn9640,4,bn_cross,1.2924639684092951,0.6659,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c2_e2_bn9740,2,bn_cross,1.3914490470427439,0.6506,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c2_e4_bn9740,4,bn_cross,1.3247231359208351,0.6609,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e2_bn9740,2,bn_cross,1.450632329384936,0.6348,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e4_bn9740,4,bn_cross,1.2997883668846508,0.6609,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c2_e2_bn9840,2,bn_cross,1.3928516826577602,0.6527,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c2_e4_bn9840,4,bn_cross,1.3174074712595611,0.662,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e2_bn9840,2,bn_cross,1.4550936283882707,0.6378,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T2_lr2e-05/step2048.pt,f713eef48e98c372aefaae67322c5ab8b726969fecf086852c0ee8fc1c5ea645,A_s9622_a2_K2048,A,12450.0,adapted,9622.0,2.0,2e-05,2048,primary,graph,A_s9622_a2_K2048_c4_e4_bn9840,4,bn_cross,1.2933204911035776,0.6662,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step512.pt,02ce586c52e1bc86a5a63dd6f67d9252efff242f067c720358a0aad37a2d131d,A_s9622_a4_K512,A,12450.0,adapted,9622.0,4.0,2e-05,512,primary,graph,A_s9622_a4_K512_e2_raw,2,raw,1.6695595144382211,0.613,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step512.pt,02ce586c52e1bc86a5a63dd6f67d9252efff242f067c720358a0aad37a2d131d,A_s9622_a4_K512,A,12450.0,adapted,9622.0,4.0,2e-05,512,primary,graph,A_s9622_a4_K512_e4_raw,4,raw,1.4190118862671777,0.6626,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step512.pt,02ce586c52e1bc86a5a63dd6f67d9252efff242f067c720358a0aad37a2d131d,A_s9622_a4_K512,A,12450.0,adapted,9622.0,4.0,2e-05,512,primary,graph,A_s9622_a4_K512_c2_e2_bn9640,2,bn_cross,1.5900393694682047,0.625,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step512.pt,02ce586c52e1bc86a5a63dd6f67d9252efff242f067c720358a0aad37a2d131d,A_s9622_a4_K512,A,12450.0,adapted,9622.0,4.0,2e-05,512,primary,graph,A_s9622_a4_K512_c4_e4_bn9640,4,bn_cross,1.322840717236139,0.6708,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step1024.pt,4108d0c5f24915381f027be319d03236bcc27e25f3bcba85532220bdd98fa414,A_s9622_a4_K1024,A,12450.0,adapted,9622.0,4.0,2e-05,1024,primary,graph,A_s9622_a4_K1024_e2_raw,2,raw,1.6571087052109652,0.6192,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step1024.pt,4108d0c5f24915381f027be319d03236bcc27e25f3bcba85532220bdd98fa414,A_s9622_a4_K1024,A,12450.0,adapted,9622.0,4.0,2e-05,1024,primary,graph,A_s9622_a4_K1024_e4_raw,4,raw,1.4068947831299854,0.6648,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step1024.pt,4108d0c5f24915381f027be319d03236bcc27e25f3bcba85532220bdd98fa414,A_s9622_a4_K1024,A,12450.0,adapted,9622.0,4.0,2e-05,1024,primary,graph,A_s9622_a4_K1024_c2_e2_bn9640,2,bn_cross,1.575732104020333,0.6315,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step1024.pt,4108d0c5f24915381f027be319d03236bcc27e25f3bcba85532220bdd98fa414,A_s9622_a4_K1024,A,12450.0,adapted,9622.0,4.0,2e-05,1024,primary,graph,A_s9622_a4_K1024_c4_e4_bn9640,4,bn_cross,1.3176156861073571,0.6716,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_e2_raw,2,raw,1.6478392876013181,0.6202,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_e4_raw,4,raw,1.406595487620635,0.6675,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e2_bn9640,2,bn_cross,1.5548883865498937,0.6326,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e4_bn9640,4,bn_cross,1.4336201804460027,0.6537,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e2_bn9640,2,bn_cross,1.5383068762001582,0.6289,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e4_bn9640,4,bn_cross,1.3039480238419026,0.6715,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e2_bn9740,2,bn_cross,1.5519733121927362,0.6321,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e4_bn9740,4,bn_cross,1.4403301329155684,0.6497,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e2_bn9740,2,bn_cross,1.5271719067486003,0.6336,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e4_bn9740,4,bn_cross,1.3035621240497102,0.6764,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e2_bn9840,2,bn_cross,1.5573703262330032,0.6352,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c2_e4_bn9840,4,bn_cross,1.4380260236519156,0.653,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e2_bn9840,2,bn_cross,1.5330019853929988,0.6351,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9622_T4_lr2e-05/step2048.pt,b4d41c9929a940305a18a8ff144b13a25b520d22226e357ae8dd7da7974324d4,A_s9622_a4_K2048,A,12450.0,adapted,9622.0,4.0,2e-05,2048,primary,graph,A_s9622_a4_K2048_c4_e4_bn9840,4,bn_cross,1.3035804233255097,0.674,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step512.pt,dcd0deeb54173e8ae422f532145707cdc8afe7fc164897ece9ee9b5dc07784ae,A_s9623_a2_K512,A,12450.0,adapted,9623.0,2.0,2e-05,512,primary,graph,A_s9623_a2_K512_e2_raw,2,raw,1.5498137660784648,0.6305,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step512.pt,dcd0deeb54173e8ae422f532145707cdc8afe7fc164897ece9ee9b5dc07784ae,A_s9623_a2_K512,A,12450.0,adapted,9623.0,2.0,2e-05,512,primary,graph,A_s9623_a2_K512_e4_raw,4,raw,1.4853057001914713,0.6396,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step512.pt,dcd0deeb54173e8ae422f532145707cdc8afe7fc164897ece9ee9b5dc07784ae,A_s9623_a2_K512,A,12450.0,adapted,9623.0,2.0,2e-05,512,primary,graph,A_s9623_a2_K512_c2_e2_bn9640,2,bn_cross,1.4378129704160383,0.6414,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step512.pt,dcd0deeb54173e8ae422f532145707cdc8afe7fc164897ece9ee9b5dc07784ae,A_s9623_a2_K512,A,12450.0,adapted,9623.0,2.0,2e-05,512,primary,graph,A_s9623_a2_K512_c4_e4_bn9640,4,bn_cross,1.2906019001703535,0.6632,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step1024.pt,6103b5e9debbf35d2d561e482e2cc508a7e1ce997211ef73cdaded8d1b8b73e0,A_s9623_a2_K1024,A,12450.0,adapted,9623.0,2.0,2e-05,1024,primary,graph,A_s9623_a2_K1024_e2_raw,2,raw,1.4579428363117157,0.6419,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step1024.pt,6103b5e9debbf35d2d561e482e2cc508a7e1ce997211ef73cdaded8d1b8b73e0,A_s9623_a2_K1024,A,12450.0,adapted,9623.0,2.0,2e-05,1024,primary,graph,A_s9623_a2_K1024_e4_raw,4,raw,1.3890531384686358,0.6502,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step1024.pt,6103b5e9debbf35d2d561e482e2cc508a7e1ce997211ef73cdaded8d1b8b73e0,A_s9623_a2_K1024,A,12450.0,adapted,9623.0,2.0,2e-05,1024,primary,graph,A_s9623_a2_K1024_c2_e2_bn9640,2,bn_cross,1.4069862269171747,0.6405,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step1024.pt,6103b5e9debbf35d2d561e482e2cc508a7e1ce997211ef73cdaded8d1b8b73e0,A_s9623_a2_K1024,A,12450.0,adapted,9623.0,2.0,2e-05,1024,primary,graph,A_s9623_a2_K1024_c4_e4_bn9640,4,bn_cross,1.2846478813229245,0.6631,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_e2_raw,2,raw,1.455045891254465,0.6478,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_e4_raw,4,raw,1.3785666014350486,0.6557,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e2_bn9640,2,bn_cross,1.3945401990313082,0.6491,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e4_bn9640,4,bn_cross,1.3151976665853697,0.664,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e2_bn9640,2,bn_cross,1.4519675513875903,0.6424,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e4_bn9640,4,bn_cross,1.2884155617911979,0.6686,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e2_bn9740,2,bn_cross,1.3889844152675477,0.6526,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e4_bn9740,4,bn_cross,1.3248058439423533,0.6563,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e2_bn9740,2,bn_cross,1.446382120272983,0.6369,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e4_bn9740,4,bn_cross,1.2926019691655413,0.6637,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e2_bn9840,2,bn_cross,1.3947116685067886,0.6531,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c2_e4_bn9840,4,bn_cross,1.3201445502262765,0.6612,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e2_bn9840,2,bn_cross,1.4502294901762507,0.6397,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T2_lr2e-05/step2048.pt,1f6b1db4bb62ec4f064e5b8cdf05ca413f02636778ee34afa416faf307ff4ea7,A_s9623_a2_K2048,A,12450.0,adapted,9623.0,2.0,2e-05,2048,primary,graph,A_s9623_a2_K2048_c4_e4_bn9840,4,bn_cross,1.2912971058300915,0.6663,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step512.pt,b03ff10cd319cfd84928537f0043649b66cc261177489534afd4070f9fd6f531,A_s9623_a4_K512,A,12450.0,adapted,9623.0,4.0,2e-05,512,primary,graph,A_s9623_a4_K512_e2_raw,2,raw,1.7038142438461072,0.6108,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step512.pt,b03ff10cd319cfd84928537f0043649b66cc261177489534afd4070f9fd6f531,A_s9623_a4_K512,A,12450.0,adapted,9623.0,4.0,2e-05,512,primary,graph,A_s9623_a4_K512_e4_raw,4,raw,1.4523200051866938,0.6575,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step512.pt,b03ff10cd319cfd84928537f0043649b66cc261177489534afd4070f9fd6f531,A_s9623_a4_K512,A,12450.0,adapted,9623.0,4.0,2e-05,512,primary,graph,A_s9623_a4_K512_c2_e2_bn9640,2,bn_cross,1.5843911304441747,0.6325,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step512.pt,b03ff10cd319cfd84928537f0043649b66cc261177489534afd4070f9fd6f531,A_s9623_a4_K512,A,12450.0,adapted,9623.0,4.0,2e-05,512,primary,graph,A_s9623_a4_K512_c4_e4_bn9640,4,bn_cross,1.3281459646118223,0.6674,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step1024.pt,0cf86e1c5da0e5598b707d1d5b66acc26bc375351c9db81dfed22506f30f2afa,A_s9623_a4_K1024,A,12450.0,adapted,9623.0,4.0,2e-05,1024,primary,graph,A_s9623_a4_K1024_e2_raw,2,raw,1.6092149530274793,0.6245,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step1024.pt,0cf86e1c5da0e5598b707d1d5b66acc26bc375351c9db81dfed22506f30f2afa,A_s9623_a4_K1024,A,12450.0,adapted,9623.0,4.0,2e-05,1024,primary,graph,A_s9623_a4_K1024_e4_raw,4,raw,1.3758733758212998,0.6661,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step1024.pt,0cf86e1c5da0e5598b707d1d5b66acc26bc375351c9db81dfed22506f30f2afa,A_s9623_a4_K1024,A,12450.0,adapted,9623.0,4.0,2e-05,1024,primary,graph,A_s9623_a4_K1024_c2_e2_bn9640,2,bn_cross,1.5757157283974346,0.6305,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step1024.pt,0cf86e1c5da0e5598b707d1d5b66acc26bc375351c9db81dfed22506f30f2afa,A_s9623_a4_K1024,A,12450.0,adapted,9623.0,4.0,2e-05,1024,primary,graph,A_s9623_a4_K1024_c4_e4_bn9640,4,bn_cross,1.3142873533773236,0.6709,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_e2_raw,2,raw,1.5909839911530725,0.6222,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_e4_raw,4,raw,1.3608354207520315,0.6724,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e2_bn9640,2,bn_cross,1.5535385526084806,0.6394,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e4_bn9640,4,bn_cross,1.434529790818179,0.6552,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e2_bn9640,2,bn_cross,1.540196301526716,0.6291,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e4_bn9640,4,bn_cross,1.307710681524314,0.6717,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e2_bn9740,2,bn_cross,1.5539398601467953,0.6337,graph,10000,2.0,9740.0,,,,,
