task,checkpoint,checkpoint_sha256,source_id,init_id,initialization_seed,state,seed,adapt_T,lr,updates,role,engine,id,infer_T,calibration,ce,accuracy,actual_engine,targets,cal_T,cal_seed,batch,split,identity_path,gpu,legacy_id
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e4_bn9740,4,bn_cross,1.4412692116146442,0.6544,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e2_bn9740,2,bn_cross,1.5352853431875817,0.6324,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e4_bn9740,4,bn_cross,1.3043907881678838,0.6734,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e2_bn9840,2,bn_cross,1.5545300206603947,0.6369,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c2_e4_bn9840,4,bn_cross,1.4352421848564292,0.6551,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e2_bn9840,2,bn_cross,1.5377367704547942,0.6305,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9623_T4_lr2e-05/step2048.pt,9d3624232ebb599402b76291b58b9ff67f9c11fe8f7c2f8288478119c069d157,A_s9623_a4_K2048,A,12450.0,adapted,9623.0,4.0,2e-05,2048,primary,graph,A_s9623_a4_K2048_c4_e4_bn9840,4,bn_cross,1.2997999032252003,0.6754,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step512.pt,c1095693aee3bd676fff62c93332cf1348334231d550a187f728e88b9a9e90f6,A_s9624_a2_K512,A,12450.0,adapted,9624.0,2.0,2e-05,512,primary,graph,A_s9624_a2_K512_e2_raw,2,raw,1.5147548453800845,0.6345,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step512.pt,c1095693aee3bd676fff62c93332cf1348334231d550a187f728e88b9a9e90f6,A_s9624_a2_K512,A,12450.0,adapted,9624.0,2.0,2e-05,512,primary,graph,A_s9624_a2_K512_e4_raw,4,raw,1.4374788518104296,0.6436,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step512.pt,c1095693aee3bd676fff62c93332cf1348334231d550a187f728e88b9a9e90f6,A_s9624_a2_K512,A,12450.0,adapted,9624.0,2.0,2e-05,512,primary,graph,A_s9624_a2_K512_c2_e2_bn9640,2,bn_cross,1.4221663581245811,0.6513,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step512.pt,c1095693aee3bd676fff62c93332cf1348334231d550a187f728e88b9a9e90f6,A_s9624_a2_K512,A,12450.0,adapted,9624.0,2.0,2e-05,512,primary,graph,A_s9624_a2_K512_c4_e4_bn9640,4,bn_cross,1.2881503839692974,0.6637,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step1024.pt,f2186f9d6376ecaadf52605fa72319985f51a65f40b2fe01304c15f0a070944f,A_s9624_a2_K1024,A,12450.0,adapted,9624.0,2.0,2e-05,1024,primary,graph,A_s9624_a2_K1024_e2_raw,2,raw,1.4624100444696377,0.6448,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step1024.pt,f2186f9d6376ecaadf52605fa72319985f51a65f40b2fe01304c15f0a070944f,A_s9624_a2_K1024,A,12450.0,adapted,9624.0,2.0,2e-05,1024,primary,graph,A_s9624_a2_K1024_e4_raw,4,raw,1.3962399274088442,0.6488,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step1024.pt,f2186f9d6376ecaadf52605fa72319985f51a65f40b2fe01304c15f0a070944f,A_s9624_a2_K1024,A,12450.0,adapted,9624.0,2.0,2e-05,1024,primary,graph,A_s9624_a2_K1024_c2_e2_bn9640,2,bn_cross,1.3982852950859814,0.6525,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step1024.pt,f2186f9d6376ecaadf52605fa72319985f51a65f40b2fe01304c15f0a070944f,A_s9624_a2_K1024,A,12450.0,adapted,9624.0,2.0,2e-05,1024,primary,graph,A_s9624_a2_K1024_c4_e4_bn9640,4,bn_cross,1.2860680377548939,0.6629,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_e2_raw,2,raw,1.4636053234715247,0.6457,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_e4_raw,4,raw,1.3816140737294975,0.6557,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e2_bn9640,2,bn_cross,1.3824860316721839,0.6512,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e4_bn9640,4,bn_cross,1.3077792524732823,0.6641,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e2_bn9640,2,bn_cross,1.4491660747899906,0.6357,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e4_bn9640,4,bn_cross,1.2856738130222627,0.6643,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e2_bn9740,2,bn_cross,1.3888656960427528,0.6476,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e4_bn9740,4,bn_cross,1.31783115413622,0.6601,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e2_bn9740,2,bn_cross,1.4372012146586086,0.6377,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e4_bn9740,4,bn_cross,1.2830513449816616,0.6691,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e2_bn9840,2,bn_cross,1.386311152938567,0.654,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c2_e4_bn9840,4,bn_cross,1.3115884497963184,0.6632,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e2_bn9840,2,bn_cross,1.444360323985666,0.6384,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T2_lr2e-05/step2048.pt,29359e707cd12deca58ffb266e327211e4b17ed53ecf0979eeb93a7698cb297b,A_s9624_a2_K2048,A,12450.0,adapted,9624.0,2.0,2e-05,2048,primary,graph,A_s9624_a2_K2048_c4_e4_bn9840,4,bn_cross,1.2845784083646548,0.6673,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step512.pt,cac8455e9ad3123f6a9a8c00322fc8d4dc8fb15b5e51d3a34fb2285726356603,A_s9624_a4_K512,A,12450.0,adapted,9624.0,4.0,2e-05,512,primary,graph,A_s9624_a4_K512_e2_raw,2,raw,1.6619454802052118,0.6146,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step512.pt,cac8455e9ad3123f6a9a8c00322fc8d4dc8fb15b5e51d3a34fb2285726356603,A_s9624_a4_K512,A,12450.0,adapted,9624.0,4.0,2e-05,512,primary,graph,A_s9624_a4_K512_e4_raw,4,raw,1.412362200113805,0.6633,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step512.pt,cac8455e9ad3123f6a9a8c00322fc8d4dc8fb15b5e51d3a34fb2285726356603,A_s9624_a4_K512,A,12450.0,adapted,9624.0,4.0,2e-05,512,primary,graph,A_s9624_a4_K512_c2_e2_bn9640,2,bn_cross,1.5765267280745088,0.632,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step512.pt,cac8455e9ad3123f6a9a8c00322fc8d4dc8fb15b5e51d3a34fb2285726356603,A_s9624_a4_K512,A,12450.0,adapted,9624.0,4.0,2e-05,512,primary,graph,A_s9624_a4_K512_c4_e4_bn9640,4,bn_cross,1.319123396620038,0.6694,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step1024.pt,6cb80cf8f425b11e4374babdcab62360eff56ee1f940acf01682eab3526a2aa7,A_s9624_a4_K1024,A,12450.0,adapted,9624.0,4.0,2e-05,1024,primary,graph,A_s9624_a4_K1024_e2_raw,2,raw,1.598090937010944,0.6233,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step1024.pt,6cb80cf8f425b11e4374babdcab62360eff56ee1f940acf01682eab3526a2aa7,A_s9624_a4_K1024,A,12450.0,adapted,9624.0,4.0,2e-05,1024,primary,graph,A_s9624_a4_K1024_e4_raw,4,raw,1.3698952360392664,0.6676,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step1024.pt,6cb80cf8f425b11e4374babdcab62360eff56ee1f940acf01682eab3526a2aa7,A_s9624_a4_K1024,A,12450.0,adapted,9624.0,4.0,2e-05,1024,primary,graph,A_s9624_a4_K1024_c2_e2_bn9640,2,bn_cross,1.5681668278597296,0.6351,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step1024.pt,6cb80cf8f425b11e4374babdcab62360eff56ee1f940acf01682eab3526a2aa7,A_s9624_a4_K1024,A,12450.0,adapted,9624.0,4.0,2e-05,1024,primary,graph,A_s9624_a4_K1024_c4_e4_bn9640,4,bn_cross,1.3087013616082026,0.6688,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_e2_raw,2,raw,1.6256642482882366,0.62,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_e4_raw,4,raw,1.3807556360461517,0.6696,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e2_bn9640,2,bn_cross,1.557754740768159,0.6337,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e4_bn9640,4,bn_cross,1.4347090306554688,0.6546,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e2_bn9640,2,bn_cross,1.5345499381719856,0.6278,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e4_bn9640,4,bn_cross,1.2996580264964839,0.6739,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e2_bn9740,2,bn_cross,1.5483263982542326,0.6339,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e4_bn9740,4,bn_cross,1.437649602573272,0.6514,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e2_bn9740,2,bn_cross,1.528253216620721,0.636,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e4_bn9740,4,bn_cross,1.29839009159829,0.6742,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e2_bn9840,2,bn_cross,1.5555701927729881,0.6347,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c2_e4_bn9840,4,bn_cross,1.4333702944580697,0.6541,graph,10000,2.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e2_bn9840,2,bn_cross,1.530276465164544,0.6327,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9624_T4_lr2e-05/step2048.pt,65ebcd1f448456ee16e75d7d29650ae783cdf0f15d2a8eb90dd1f8df5d681acd,A_s9624_a4_K2048,A,12450.0,adapted,9624.0,4.0,2e-05,2048,primary,graph,A_s9624_a4_K2048_c4_e4_bn9840,4,bn_cross,1.2968553971918184,0.6756,graph,10000,4.0,9840.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step512.pt,b0cf2c448faf14ddc76640020843fc277b46226e634b8ed86a6699753be335b0,A_s9625_a2_K512,A,12450.0,adapted,9625.0,2.0,2e-05,512,primary,graph,A_s9625_a2_K512_e2_raw,2,raw,1.4879101163231303,0.6385,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step512.pt,b0cf2c448faf14ddc76640020843fc277b46226e634b8ed86a6699753be335b0,A_s9625_a2_K512,A,12450.0,adapted,9625.0,2.0,2e-05,512,primary,graph,A_s9625_a2_K512_e4_raw,4,raw,1.3986443148028223,0.6526,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step512.pt,b0cf2c448faf14ddc76640020843fc277b46226e634b8ed86a6699753be335b0,A_s9625_a2_K512,A,12450.0,adapted,9625.0,2.0,2e-05,512,primary,graph,A_s9625_a2_K512_c2_e2_bn9640,2,bn_cross,1.4331455071540085,0.642,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step512.pt,b0cf2c448faf14ddc76640020843fc277b46226e634b8ed86a6699753be335b0,A_s9625_a2_K512,A,12450.0,adapted,9625.0,2.0,2e-05,512,primary,graph,A_s9625_a2_K512_c4_e4_bn9640,4,bn_cross,1.2895758133682307,0.6603,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step1024.pt,e039d9730cea7e5d7a73c80f69e9f0efba1af1e173d1801c3e6f32eb2dc47cf8,A_s9625_a2_K1024,A,12450.0,adapted,9625.0,2.0,2e-05,1024,primary,graph,A_s9625_a2_K1024_e2_raw,2,raw,1.4714881768606836,0.6422,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step1024.pt,e039d9730cea7e5d7a73c80f69e9f0efba1af1e173d1801c3e6f32eb2dc47cf8,A_s9625_a2_K1024,A,12450.0,adapted,9625.0,2.0,2e-05,1024,primary,graph,A_s9625_a2_K1024_e4_raw,4,raw,1.3802357604994497,0.654,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step1024.pt,e039d9730cea7e5d7a73c80f69e9f0efba1af1e173d1801c3e6f32eb2dc47cf8,A_s9625_a2_K1024,A,12450.0,adapted,9625.0,2.0,2e-05,1024,primary,graph,A_s9625_a2_K1024_c2_e2_bn9640,2,bn_cross,1.4017929655346553,0.6456,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step1024.pt,e039d9730cea7e5d7a73c80f69e9f0efba1af1e173d1801c3e6f32eb2dc47cf8,A_s9625_a2_K1024,A,12450.0,adapted,9625.0,2.0,2e-05,1024,primary,graph,A_s9625_a2_K1024_c4_e4_bn9640,4,bn_cross,1.2875849150887457,0.662,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_e2_raw,2,raw,1.4659846210398944,0.6411,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_e4_raw,4,raw,1.3817012874202454,0.6573,graph,10000,,,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c2_e2_bn9640,2,bn_cross,1.3934278243625768,0.6475,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c2_e4_bn9640,4,bn_cross,1.3150588747703935,0.664,graph,10000,2.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c4_e2_bn9640,2,bn_cross,1.4550028621249833,0.6338,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c4_e4_bn9640,4,bn_cross,1.291644612846343,0.6638,graph,10000,4.0,9640.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c2_e2_bn9740,2,bn_cross,1.3908999683326344,0.6509,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c2_e4_bn9740,4,bn_cross,1.3248822561743612,0.6582,graph,10000,2.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c4_e2_bn9740,2,bn_cross,1.4486135677318555,0.6386,graph,10000,4.0,9740.0,,,,,
vision,/root/autodl-tmp/snn_revision_round3/models/formal/s9625_T2_lr2e-05/step2048.pt,4e539334d032c16215a8ccb6e70be660e45427a4eb7f782a881fc328f22635ef,A_s9625_a2_K2048,A,12450.0,adapted,9625.0,2.0,2e-05,2048,primary,graph,A_s9625_a2_K2048_c4_e4_bn9740,4,bn_cross,1.2900258470786445,0.6646,graph,10000,4.0,9740.0,,,,,
