architecture,checkpoint,tag,T,batch,route,session,gpu,gpu_id,torch,cuda,copy_scope,warmup_capture_seconds,engine,round,repeat,wall_ms,cuda_ms,peak_allocated_gib,reserved_gib
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,1,8.077986538410187,8.066047668457031,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,2,8.05913656949997,8.046591758728027,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,3,8.062992244958878,8.051584243774414,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,4,8.069854229688644,8.058879852294922,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,5,8.069463074207306,8.058719635009766,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,6,8.06444138288498,8.053759574890137,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,7,8.060205727815628,8.04963207244873,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,8,8.061189204454422,8.049663543701172,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,1,9,8.057121187448502,8.045248031616211,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,0,8.127845823764801,8.095423698425293,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,1,8.060406893491745,8.046496391296387,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,2,8.066143840551376,8.053759574890137,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,3,8.062079548835754,8.050623893737793,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,4,8.064322173595428,8.052512168884277,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,5,8.076578378677368,8.065024375915527,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,6,8.065149188041687,8.053759574890137,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,7,8.051026612520218,8.039168357849121,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,8,8.068330585956573,8.053759574890137,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,1,9,8.067600429058075,8.053759574890137,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,0,10.019149631261826,10.000384330749512,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,1,10.01807302236557,10.003328323364258,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,2,11.008422821760178,10.98969554901123,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,3,13.627409934997559,13.606719970703125,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,4,10.263048112392426,10.24512004852295,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,5,10.064378380775452,10.04742431640625,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,6,10.8589306473732,10.840224266052246,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,7,10.385651141405106,10.368000030517578,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,8,10.005027055740356,9.989983558654785,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,1,9,10.066371411085129,10.050335884094238,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,0,8.079763501882553,8.060928344726562,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,1,8.072786033153534,8.058879852294922,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,2,8.068319410085678,8.054752349853516,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,3,8.067499846220016,8.050687789916992,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,4,8.05797427892685,8.046463966369629,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,5,8.061092346906662,8.048288345336914,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,6,8.065875619649887,8.053695678710938,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,7,8.073877543210983,8.059904098510742,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,8,8.068211376667023,8.054783821105957,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph,2,9,8.054986596107483,8.043519973754883,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,0,8.075084537267685,8.059904098510742,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,1,8.071999996900558,8.052736282348633,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,2,8.07993859052658,8.067071914672852,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,3,8.070021867752075,8.055808067321777,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,4,8.071012794971466,8.058719635009766,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,5,8.068617433309555,8.055487632751465,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,6,8.057411760091782,8.045568466186523,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,7,8.0748051404953,8.058879852294922,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,8,8.079495280981064,8.06492805480957,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,graph_with_copy,2,9,8.07749480009079,8.061951637268066,0.27230024337768555,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,0,10.01761481165886,9.99731159210205,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,1,10.069020092487335,10.051584243774414,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,2,12.951597571372986,12.933279991149902,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,3,11.543337255716324,11.523903846740723,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,4,10.02529263496399,10.009599685668945,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,5,9.941574186086655,9.92563247680664,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,6,10.087531059980392,10.071040153503418,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,7,10.033667087554932,10.016768455505371,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,8,10.174356400966644,10.154815673828125,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,16,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.1609051711857319,eager,2,9,10.426245629787445,10.407232284545898,0.35530710220336914,1.10546875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,0,35.59374809265137,35.561153411865234,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,1,35.55888310074806,35.542015075683594,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,2,35.513803362846375,35.498878479003906,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,3,35.50533577799797,35.490814208984375,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,4,35.532183945178986,35.5181770324707,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,5,35.506393760442734,35.49184036254883,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,6,35.51735356450081,35.485504150390625,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,7,35.60295328497887,35.57468795776367,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,8,35.5200357735157,35.504127502441406,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph_with_copy,0,9,35.54403409361839,35.52649688720703,0.8072299957275391,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,0,36.90028563141823,36.87116622924805,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,1,36.90890967845917,36.88857650756836,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,2,37.268854677677155,37.24614334106445,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,3,36.92079335451126,36.90188980102539,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,4,36.93694993853569,36.9172477722168,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,5,36.98648139834404,36.96332931518555,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,6,36.79876774549484,36.780033111572266,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,7,36.91209852695465,36.89152145385742,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,8,36.885522305965424,36.86707305908203,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,eager,0,9,36.8616059422493,36.84249496459961,1.1158199310302734,4.07421875
vision,/root/autodl-tmp/snn0907/direction1_budget_rotation_20260907/results/reconstructed_identity_p0.0/best.pt,ready_reconstructed,2,64,full,8801,NVIDIA GeForce RTX 4090 D,0,2.6.0+cu124,12.4,D2D input ids/image; attention mask constant,0.2997186593711376,graph,0,0,35.54149344563484,35.511295318603516,0.8072299957275391,4.07421875
