id,T,seed,stage,step,training_seconds,checkpoint,gpu,split,ce,accuracy,texts,masked_tokens,accuracy_pct,lr
formal_T4_seed8623_step2048,4,8623,formal,2048,868.4670508801937,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/formal/T4_seed8623_lr2e-05/step2048.pt,0,supplementary,2.6870686998957765,0.5079737335834896,233,2132,50.79737335834896,2e-05
formal_T4_seed8623_step3840,4,8623,formal,3840,1619.2292301394045,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/formal/T4_seed8623_lr2e-05/step3840.pt,0,test,2.5454375289249986,0.5260370912640312,4406,40980,52.60370912640312,2e-05
formal_T4_seed8623_step3840,4,8623,formal,3840,1619.2292301394045,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/formal/T4_seed8623_lr2e-05/step3840.pt,0,supplementary,2.6443768047621057,0.5140712945590994,233,2132,51.40712945590994,2e-05
formal_T4_seed8623_step4096,4,8623,formal,4096,1726.2039656192064,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/formal/T4_seed8623_lr2e-05/step4096.pt,0,test,2.5422943416097517,0.5284529038555393,4406,40980,52.84529038555393,2e-05
formal_T4_seed8623_step4096,4,8623,formal,4096,1726.2039656192064,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/formal/T4_seed8623_lr2e-05/step4096.pt,0,supplementary,2.654012842652498,0.5131332082551595,233,2132,51.31332082551595,2e-05
legacy_reconstructed_T2_seed7621_step512,2,7621,legacy_reconstructed,512,221.63319550454617,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7621_lr6e-05/step512.pt,0,test,2.7766255060310026,0.4973645680819912,4406,40980,49.73645680819912,6e-05
legacy_reconstructed_T2_seed7621_step512,2,7621,legacy_reconstructed,512,221.63319550454617,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7621_lr6e-05/step512.pt,0,supplementary,2.898104080842986,0.4831144465290807,233,2132,48.31144465290807,6e-05
legacy_reconstructed_T2_seed7622_step512,2,7622,legacy_reconstructed,512,213.8024798333645,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7622_lr6e-05/step512.pt,1,test,2.792371351683077,0.4940214738897023,4406,40980,49.40214738897023,6e-05
legacy_reconstructed_T2_seed7622_step512,2,7622,legacy_reconstructed,512,213.8024798333645,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7622_lr6e-05/step512.pt,1,supplementary,2.883725901593858,0.47701688555347094,233,2132,47.7016885553471,6e-05
legacy_reconstructed_T2_seed7623_step512,2,7623,legacy_reconstructed,512,223.87845699116588,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7623_lr6e-05/step512.pt,0,test,2.786627811999453,0.4970717423133236,4406,40980,49.70717423133236,6e-05
legacy_reconstructed_T2_seed7623_step512,2,7623,legacy_reconstructed,512,223.87845699116588,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T2_seed7623_lr6e-05/step512.pt,0,supplementary,2.893675292354587,0.4817073170731707,233,2132,48.170731707317074,6e-05
legacy_reconstructed_T4_seed7621_step512,4,7621,legacy_reconstructed,512,216.12414605543017,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7621_lr2e-05/step512.pt,0,test,2.6361886658635596,0.5141288433382137,4406,40980,51.412884333821374,2e-05
legacy_reconstructed_T4_seed7621_step512,4,7621,legacy_reconstructed,512,216.12414605543017,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7621_lr2e-05/step512.pt,0,supplementary,2.7540963850705755,0.4981238273921201,233,2132,49.812382739212005,2e-05
legacy_reconstructed_T4_seed7622_step512,4,7622,legacy_reconstructed,512,215.40001037344337,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7622_lr2e-05/step512.pt,1,test,2.6412614697095536,0.5140556368960468,4406,40980,51.40556368960468,2e-05
legacy_reconstructed_T4_seed7622_step512,4,7622,legacy_reconstructed,512,215.40001037344337,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7622_lr2e-05/step512.pt,1,supplementary,2.729574956377273,0.49953095684803,233,2132,49.953095684803,2e-05
legacy_reconstructed_T4_seed7623_step512,4,7623,legacy_reconstructed,512,219.97977457940578,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7623_lr2e-05/step512.pt,0,test,2.6261347047339925,0.5153977550024402,4406,40980,51.53977550024402,2e-05
legacy_reconstructed_T4_seed7623_step512,4,7623,legacy_reconstructed,512,219.97977457940578,/root/autodl-tmp/snn0907/orthogonal_pilot_20260907/data/paper_experiments_20260908/legacy/T4_seed7623_lr2e-05/step512.pt,0,supplementary,2.73778230712293,0.5056285178236398,233,2132,50.562851782363985,2e-05
